distrito,nombre_via,lat_inicio,lon_inicio,lat_fin,lon_fin,longitud_metros,tiempo_estimado_min,tiempo_normal,tiempo_punta,tiempo_noche
San Isidro,Calle Salamanca,-12.0954523,-77.039391,-12.096695,-77.0397101,141.79,0.28,0.28,0.42,0.22
San Isidro,Avenida Víctor Andrés Belaúnde,-12.0954523,-77.039391,-12.0952768,-77.039948,63.67,0.13,0.13,0.2,0.1
San Isidro,Avenida Santo Toribio,-12.0957864,-77.0382358,-12.0961281,-77.0382484,37.82,0.08,0.08,0.12,0.06
San Isidro,Avenida Víctor Andrés Belaúnde,-12.0957864,-77.0382358,-12.0954523,-77.039391,131.08,0.26,0.26,0.39,0.21
San Isidro,Calle Las Palmeras,-12.0957864,-77.0382358,-12.0949432,-77.038354,94.16,0.19,0.19,0.29,0.15
San Isidro,Calle Los Laureles,-12.0971247,-77.0457163,-12.0959991,-77.0458775,125.75,0.25,0.25,0.38,0.2
San Isidro,Calle Los Laureles,-12.0971247,-77.0457163,-12.0978617,-77.0456238,82.15,0.16,0.16,0.24,0.13
San Isidro,Avenida Nicolás de Ribera,-12.0971247,-77.0457163,-12.0969686,-77.0445962,123.15,0.25,0.25,0.38,0.2
San Isidro,Avenida Nicolás de Ribera,-12.0971247,-77.0457163,-12.0972927,-77.04686,125.89,0.25,0.25,0.38,0.2
San Isidro,Avenida Nicolás de Ribera,-12.0963812,-77.0405379,-12.0964214,-77.0406976,17.95,0.04,0.04,0.06,0.03
San Isidro,Avenida El Rosario,-12.0963812,-77.0405379,-12.0952768,-77.039948,138.02,0.28,0.28,0.42,0.22
San Isidro,Avenida Nicolás de Ribera,-12.0963812,-77.0405379,-12.0967479,-77.0399047,79.98,0.16,0.16,0.24,0.13
San Isidro,Avenida Nicolás de Ribera,-12.0967479,-77.0399047,-12.0969798,-77.0397806,28.99,0.06,0.06,0.09,0.05
San Isidro,Avenida Nicolás de Ribera,-12.0967479,-77.0399047,-12.0963812,-77.0405379,79.98,0.16,0.16,0.24,0.13
San Isidro,Avenida Nicolás de Ribera,-12.0969798,-77.0397806,-12.0967479,-77.0399047,28.99,0.06,0.06,0.09,0.05
San Isidro,Calle Salamanca,-12.0969798,-77.0397806,-12.0981461,-77.0402247,137.78,0.28,0.28,0.42,0.22
San Isidro,Avenida Nicolás de Ribera,-12.0969798,-77.0397806,-12.0975348,-77.0388133,121.89,0.24,0.24,0.36,0.19
San Isidro,Avenida Nicolás de Ribera,-12.0975348,-77.0388133,-12.097584,-77.0387077,12.72,0.03,0.03,0.04,0.02
San Isidro,Avenida Santo Toribio,-12.0975348,-77.0388133,-12.0983937,-77.0393063,109.12,0.22,0.22,0.33,0.18
San Isidro,Avenida Nicolás de Ribera,-12.0975348,-77.0388133,-12.0969798,-77.0397806,121.89,0.24,0.24,0.36,0.19
San Isidro,Avenida Nicolás de Ribera,-12.097584,-77.0387077,-12.0975348,-77.0388133,12.72,0.03,0.03,0.04,0.02
San Isidro,Avenida Santo Toribio,-12.097584,-77.0387077,-12.096948,-77.0383894,78.43,0.16,0.16,0.24,0.13
San Isidro,Calle Los Laureles,-12.0941372,-77.0461439,-12.0959991,-77.0458775,208.0,0.42,0.42,0.63,0.34
San Isidro,Avenida Javier Prado Oeste,-12.0941372,-77.0461439,-12.0939812,-77.0450325,122.22,0.24,0.24,0.36,0.19
San Isidro,Calle Los Nogales,-12.0939812,-77.0450325,-12.0946979,-77.0449243,80.15,0.16,0.16,0.24,0.13
San Isidro,Avenida Javier Prado Oeste,-12.0939812,-77.0450325,-12.0938184,-77.0438727,127.54,0.26,0.26,0.39,0.21
San Isidro,Calle Los Cedros,-12.0938184,-77.0438727,-12.0945658,-77.0437772,83.33,0.17,0.17,0.26,0.14
San Isidro,Avenida Javier Prado Oeste,-12.0938184,-77.0438727,-12.0936638,-77.0427711,121.14,0.24,0.24,0.36,0.19
San Isidro,Avenida Aurelio Miró Quesada,-12.0996547,-77.0431299,-12.099688,-77.042953,19.61,0.04,0.04,0.06,0.03
San Isidro,Avenida Aurelio Miró Quesada,-12.0996547,-77.0431299,-12.099543,-77.0437188,65.29,0.13,0.13,0.2,0.1
San Isidro,Avenida El Rosario,-12.0975489,-77.041248,-12.0976888,-77.041318,17.25,0.03,0.03,0.04,0.02
San Isidro,Calle Los Álamos,-12.0975489,-77.041248,-12.0974738,-77.0413729,15.93,0.03,0.03,0.04,0.02
San Isidro,Calle Los Álamos,-12.0935475,-77.0419421,-12.0954117,-77.0416909,208.03,0.42,0.42,0.63,0.34
San Isidro,Avenida Javier Prado Oeste,-12.0935475,-77.0419421,-12.093433,-77.0411265,89.69,0.18,0.18,0.27,0.14
San Isidro,Avenida Jorge Basadre Grohmann,-12.095295,-77.0408593,-12.0954117,-77.0416909,91.45,0.18,0.18,0.27,0.14
San Isidro,Calle Los Cipreses,-12.095295,-77.0408593,-12.0964214,-77.0406976,125.84,0.25,0.25,0.38,0.2
San Isidro,Calle Los Cipreses,-12.095295,-77.0408593,-12.093433,-77.0411265,208.02,0.42,0.42,0.63,0.34
San Isidro,Avenida Jorge Basadre Grohmann,-12.095295,-77.0408593,-12.0951826,-77.0400583,88.08,0.18,0.18,0.27,0.14
San Isidro,Calle Los Cipreses,-12.093433,-77.0411265,-12.095295,-77.0408593,208.02,0.42,0.42,0.63,0.34
San Isidro,Avenida Javier Prado Oeste,-12.093433,-77.0411265,-12.0933212,-77.0403303,87.56,0.18,0.18,0.27,0.14
San Isidro,Calle Los Ficus,-12.0932032,-77.0394893,-12.0939529,-77.0393768,83.83,0.17,0.17,0.26,0.14
San Isidro,Avenida Javier Prado Oeste,-12.0932032,-77.0394893,-12.0930823,-77.038628,94.71,0.19,0.19,0.29,0.15
San Isidro,Vía Central,-12.0969003,-77.0384968,-12.096948,-77.0383894,12.83,0.03,0.03,0.04,0.02
San Isidro,Avenida Santo Toribio,-12.0969003,-77.0384968,-12.0975348,-77.0388133,78.19,0.16,0.16,0.24,0.13
San Isidro,Avenida Aurelio Miró Quesada,-12.1001097,-77.0406239,-12.1001407,-77.0404726,16.82,0.03,0.03,0.04,0.02
San Isidro,Avenida Aurelio Miró Quesada,-12.1001097,-77.0406239,-12.099688,-77.042953,257.81,0.52,0.52,0.78,0.42
San Isidro,Calle Los Pinos,-12.0928386,-77.0369081,-12.0935239,-77.0368134,76.51,0.15,0.15,0.22,0.12
San Isidro,Avenida Javier Prado Oeste,-12.0928386,-77.0369081,-12.092728,-77.0361291,85.68,0.17,0.17,0.26,0.14
San Isidro,Calle Los Pinos,-12.0935239,-77.0368134,-12.0928386,-77.0369081,76.51,0.15,0.15,0.22,0.12
San Isidro,Calle Los Pinos,-12.0935239,-77.0368134,-12.0946951,-77.0366392,130.94,0.26,0.26,0.39,0.21
San Isidro,Calle Manuel Bañon,-12.0935239,-77.0368134,-12.0937457,-77.0359805,93.93,0.19,0.19,0.29,0.15
San Isidro,Calle Manuel Bañon,-12.0941476,-77.0344762,-12.0942963,-77.033903,64.53,0.13,0.13,0.2,0.1
San Isidro,Calle Manchaypuito,-12.0941476,-77.0344762,-12.0936921,-77.034303,53.8,0.11,0.11,0.16,0.09
San Isidro,Calle Manuel Bañon,-12.0942963,-77.033903,-12.0943653,-77.033637,29.95,0.06,0.06,0.09,0.05
San Isidro,Calle Santa Luisa,-12.0942963,-77.033903,-12.0941847,-77.033614,33.8,0.07,0.07,0.11,0.06
San Isidro,Avenida Daniel Hernández,-12.0943653,-77.033637,-12.0941847,-77.033614,20.13,0.04,0.04,0.06,0.03
San Isidro,Calle Manuel Bañon,-12.0943653,-77.033637,-12.0944786,-77.0330971,60.1,0.12,0.12,0.18,0.1
San Isidro,Calle Los Olivos,-12.0939759,-77.0351234,-12.0926087,-77.0352892,152.32,0.3,0.3,0.45,0.24
San Isidro,Calle Manuel Bañon,-12.0939759,-77.0351234,-12.0940363,-77.0349052,24.68,0.05,0.05,0.08,0.04
San Isidro,Calle Manuel Bañon,-12.0939759,-77.0351234,-12.0937457,-77.0359805,96.72,0.19,0.19,0.29,0.15
San Isidro,Avenida Javier Prado Oeste,-12.0926087,-77.0352892,-12.0924916,-77.0344642,90.74,0.18,0.18,0.27,0.14
San Isidro,Calle Agustín de la Torre González,-12.1046703,-77.0344877,-12.1054538,-77.0345845,87.31,0.17,0.17,0.26,0.14
San Isidro,Calle Antero Aspillaga,-12.1046703,-77.0344877,-12.104624,-77.0350867,65.41,0.13,0.13,0.2,0.1
San Isidro,Avenida Los Incas,-12.104624,-77.0350867,-12.103159,-77.0347927,165.19,0.33,0.33,0.5,0.26
San Isidro,Calle Antero Aspillaga,-12.104624,-77.0350867,-12.1045487,-77.0361794,119.24,0.24,0.24,0.36,0.19
San Isidro,Calle La República,-12.1045487,-77.0361794,-12.1047379,-77.0362068,21.14,0.04,0.04,0.06,0.03
San Isidro,Calle Antero Aspillaga,-12.104544,-77.0341602,-12.1032059,-77.033895,150.81,0.3,0.3,0.45,0.24
San Isidro,Calle Antero Aspillaga,-12.104544,-77.0341602,-12.1046703,-77.0344877,38.29,0.08,0.08,0.12,0.06
San Isidro,Calle Santa Luisa,-12.0957574,-77.0349566,-12.0956307,-77.0348587,17.61,0.04,0.04,0.06,0.03
San Isidro,Calle Tradiciones,-12.0957574,-77.0349566,-12.0962818,-77.0338662,132.12,0.26,0.26,0.39,0.21
San Isidro,Calle Santa Luisa,-12.0951336,-77.0345088,-12.0942963,-77.033903,113.7,0.23,0.23,0.34,0.18
San Isidro,Calle Ricardo Palma,-12.0951336,-77.0345088,-12.0955247,-77.0337727,91.07,0.18,0.18,0.27,0.14
San Isidro,Avenida Daniel Hernández,-12.0955247,-77.0337727,-12.0943653,-77.033637,129.1,0.26,0.26,0.39,0.21
San Isidro,Calle Ricardo Palma,-12.0955247,-77.0337727,-12.0955413,-77.0329479,89.81,0.18,0.18,0.27,0.14
San Isidro,Avenida Daniel Hernández,-12.0962818,-77.0338662,-12.0955247,-77.0337727,84.37,0.17,0.17,0.26,0.14
San Isidro,Calle Tradiciones,-12.0962818,-77.0338662,-12.0961819,-77.0328482,111.37,0.22,0.22,0.33,0.18
San Isidro,Calle Sacsayhuaman,-12.0954723,-77.0353693,-12.0956307,-77.0348587,58.28,0.12,0.12,0.18,0.1
San Isidro,Avenida Camino Real,-12.0954723,-77.0353693,-12.0964079,-77.0357453,111.3,0.22,0.22,0.33,0.18
San Isidro,Calle Santa Luisa,-12.0941847,-77.033614,-12.0935548,-77.0335647,69.89,0.14,0.14,0.21,0.11
San Isidro,Avenida Javier Prado Oeste,-12.0924299,-77.0340497,-12.0923679,-77.0335854,51.01,0.1,0.1,0.15,0.08
San Isidro,Calle Manchaypuito,-12.0936921,-77.034303,-12.0935024,-77.0346836,46.45,0.09,0.09,0.14,0.07
San Isidro,Calle Ollanta,-12.0935548,-77.0335647,-12.0924299,-77.0340497,135.18,0.27,0.27,0.4,0.22
San Isidro,Calle Manchaypuito,-12.0935548,-77.0335647,-12.0936921,-77.034303,81.8,0.16,0.16,0.24,0.13
San Isidro,Avenida Jorge Basadre,-12.0935024,-77.0346836,-12.0940363,-77.0349052,63.8,0.13,0.13,0.2,0.1
San Isidro,Avenida Paseo de la República,-12.100806,-77.0271797,-12.101347,-77.0273266,61.95,0.12,0.12,0.18,0.1
San Isidro,Calle Chacarilla,-12.100806,-77.0271797,-12.1006693,-77.027965,86.82,0.17,0.17,0.26,0.14
San Isidro,Plaza 27 de Noviembre,-12.0987284,-77.0292382,-12.0983515,-77.0289196,54.23,0.11,0.11,0.16,0.09
San Isidro,Río de la Plata,-12.1002021,-77.0289743,-12.1001699,-77.0287615,23.44,0.05,0.05,0.08,0.04
San Isidro,Río de la Plata,-12.1002021,-77.0289743,-12.1002877,-77.029498,57.79,0.12,0.12,0.18,0.1
San Isidro,Calle Luis Felipe Villaran,-12.1002021,-77.0289743,-12.0991946,-77.0291566,113.21,0.23,0.23,0.34,0.18
San Isidro,Calle Luis Felipe Villaran,-12.101692,-77.0287223,-12.1013233,-77.0287891,41.43,0.08,0.08,0.12,0.06
San Isidro,Luis Felipe Villaran,-12.101692,-77.0287223,-12.1018067,-77.0282156,56.6,0.11,0.11,0.16,0.09
San Isidro,Luis Felipe Villaran,-12.101692,-77.0287223,-12.1030224,-77.0289144,148.65,0.3,0.3,0.45,0.24
San Isidro,Calle Juan Del Carpio,-12.1018067,-77.0282156,-12.1029209,-77.0282857,123.49,0.25,0.25,0.38,0.2
San Isidro,Calle Juan Del Carpio,-12.1018067,-77.0282156,-12.1006693,-77.027965,128.75,0.26,0.26,0.39,0.21
San Isidro,Luis Felipe Villaran,-12.1018067,-77.0282156,-12.101692,-77.0287223,56.6,0.11,0.11,0.16,0.09
San Isidro,Calle Federico Villarreal,-12.1004608,-77.030468,-12.1010555,-77.0303654,66.73,0.13,0.13,0.2,0.1
San Isidro,Río de la Plata,-12.1004608,-77.030468,-12.1005318,-77.0309576,53.87,0.11,0.11,0.16,0.09
San Isidro,Calle Federico Villarreal,-12.098621,-77.0307756,-12.0994315,-77.0306414,90.84,0.18,0.18,0.27,0.14
San Isidro,Avenida República de Colombia,-12.098621,-77.0307756,-12.0985558,-77.0303099,51.21,0.1,0.1,0.15,0.08
San Isidro,Calle Augusto Tamayo,-12.0981892,-77.0273687,-12.0968073,-77.0269638,159.1,0.32,0.32,0.48,0.26
San Isidro,Avenida República de Colombia,-12.0981892,-77.0273687,-12.0986795,-77.0262496,133.36,0.27,0.27,0.4,0.22
San Isidro,Calle Chacarilla,-12.1010555,-77.0303654,-12.1009869,-77.0298912,52.18,0.1,0.1,0.15,0.08
San Isidro,Calle Chacarilla,-12.1010555,-77.0303654,-12.1011291,-77.0308528,53.68,0.11,0.11,0.16,0.09
San Isidro,Calle Federico Villarreal,-12.097846,-77.0309052,-12.098621,-77.0307756,86.89,0.17,0.17,0.26,0.14
San Isidro,Calle Coronel E. Odriozola,-12.097846,-77.0309052,-12.0977771,-77.0304415,51.05,0.1,0.1,0.15,0.08
San Isidro,Calle Federico Villarreal,-12.0968503,-77.0310436,-12.097846,-77.0309052,111.17,0.22,0.22,0.33,0.18
San Isidro,Avenida Juan de Arona,-12.0968503,-77.0310436,-12.0969188,-77.0315271,53.18,0.11,0.11,0.16,0.09
San Isidro,Calle Coronel E. Odriozola,-12.0977041,-77.0299112,-12.0976332,-77.0293958,56.65,0.11,0.11,0.16,0.09
San Isidro,Calle Las Camelias,-12.0975247,-77.0286091,-12.098279,-77.0284898,84.45,0.17,0.17,0.26,0.14
San Isidro,Calle Las Camelias,-12.0975247,-77.0286091,-12.0965333,-77.0287765,111.18,0.22,0.22,0.33,0.18
San Isidro,Río de la Plata,-12.1002877,-77.029498,-12.1003837,-77.0300104,56.78,0.11,0.11,0.16,0.09
San Isidro,Calle Federico Villarreal,-12.0952912,-77.0312732,-12.096052,-77.0311641,85.0,0.17,0.17,0.26,0.14
San Isidro,Avenida Antequera,-12.0952912,-77.0312732,-12.0952303,-77.0308043,51.49,0.1,0.1,0.15,0.08
San Isidro,Avenida Antequera,-12.0952912,-77.0312732,-12.0953191,-77.031488,23.59,0.05,0.05,0.08,0.04
San Isidro,Avenida Juan de Arona,-12.0967033,-77.0300568,-12.0967829,-77.030581,57.74,0.12,0.12,0.18,0.1
San Isidro,Calle Sebastian Telleria,-12.0967033,-77.0300568,-12.0977041,-77.0299112,111.84,0.22,0.22,0.33,0.18
San Isidro,Calle Las Camelias,-12.0965333,-77.0287765,-12.0975247,-77.0286091,111.18,0.22,0.22,0.33,0.18
San Isidro,Avenida Juan de Arona,-12.0965333,-77.0287765,-12.0966381,-77.0295392,83.84,0.17,0.17,0.26,0.14
San Isidro,Calle Las Camelias,-12.0965333,-77.0287765,-12.095736,-77.0288852,88.99,0.18,0.18,0.27,0.14
San Isidro,Avenida Juan de Arona,-12.0962802,-77.027025,-12.0965333,-77.0287765,192.72,0.39,0.39,0.58,0.31
San Isidro,Avenida Enrique Canaval y Moreyra,-12.0964082,-77.0261172,-12.0963261,-77.0263408,25.98,0.05,0.05,0.08,0.04
San Isidro,Calle Las Begonias,-12.0964082,-77.0261172,-12.0951597,-77.025543,151.6,0.3,0.3,0.45,0.24
San Isidro,Calle Las Camelias,-12.098279,-77.0284898,-12.0975247,-77.0286091,84.45,0.17,0.17,0.26,0.14
San Isidro,Avenida República de Colombia,-12.098279,-77.0284898,-12.0981892,-77.0273687,122.45,0.24,0.24,0.36,0.19
San Isidro,Calle Las Camelias,-12.095736,-77.0288852,-12.0950859,-77.0289737,72.56,0.15,0.15,0.22,0.12
San Isidro,Calle Chinchón,-12.095736,-77.0288852,-12.0953965,-77.0264836,264.13,0.53,0.53,0.8,0.42
San Isidro,Calle Las Camelias,-12.0950859,-77.0289737,-12.094352,-77.0290736,81.91,0.16,0.16,0.24,0.13
San Isidro,Avenida Antequera,-12.0950859,-77.0289737,-12.0949651,-77.0280556,100.84,0.2,0.2,0.3,0.16
San Isidro,Avenida Antequera,-12.0950859,-77.0289737,-12.0951878,-77.029748,85.04,0.17,0.17,0.26,0.14
San Isidro,Calle Las Camelias,-12.0935446,-77.0291837,-12.0927982,-77.0292854,83.31,0.17,0.17,0.26,0.14
San Isidro,Calle Los Lirios,-12.0935446,-77.0291837,-12.0936492,-77.0299836,87.85,0.18,0.18,0.27,0.14
San Isidro,Calle Coronel Andrés Reyes,-12.0946175,-77.0311084,-12.0945981,-77.0308877,24.12,0.05,0.05,0.08,0.04
San Isidro,Calle Federico Villarreal,-12.0946175,-77.0311084,-12.0952912,-77.0312732,76.66,0.15,0.15,0.22,0.12
San Isidro,Avenida Petit Thouars,-12.0924297,-77.0321826,-12.0923956,-77.0321883,3.82,0.01,0.01,0.02,0.01
San Isidro,Avenida Petit Thouars,-12.0933977,-77.0320341,-12.0924297,-77.0321826,108.3,0.22,0.22,0.33,0.18
San Isidro,Calle Olavide,-12.0933977,-77.0320341,-12.0934846,-77.0326475,67.47,0.13,0.13,0.2,0.1
San Isidro,Avenida Petit Thouars,-12.0940976,-77.0319244,-12.0933977,-77.0320341,78.34,0.16,0.16,0.24,0.13
San Isidro,De las Casas,-12.0940976,-77.0319244,-12.0940704,-77.0314054,56.58,0.11,0.11,0.16,0.09
San Isidro,Avenida Petit Thouars,-12.0942874,-77.0318951,-12.0940976,-77.0319244,21.24,0.04,0.04,0.06,0.03
San Isidro,Calle Las Casas,-12.0942874,-77.0318951,-12.094782,-77.0323959,77.24,0.15,0.15,0.22,0.12
San Isidro,Avenida Petit Thouars,-12.0947225,-77.0318208,-12.0942874,-77.0318951,48.81,0.1,0.1,0.15,0.08
San Isidro,Calle Coronel Andrés Reyes,-12.0947225,-77.0318208,-12.0946175,-77.0311084,78.42,0.16,0.16,0.24,0.13
San Isidro,Calle Antequera,-12.0952217,-77.031755,-12.0953191,-77.031488,31.0,0.06,0.06,0.09,0.05
San Isidro,Avenida Petit Thouars,-12.0952217,-77.031755,-12.0947225,-77.0318208,55.69,0.11,0.11,0.16,0.09
San Isidro,Calle Chinchón,-12.0961085,-77.0316379,-12.096052,-77.0311641,51.96,0.1,0.1,0.15,0.08
San Isidro,Avenida Petit Thouars,-12.0961085,-77.0316379,-12.0954229,-77.0317285,76.48,0.15,0.15,0.22,0.12
San Isidro,De las Casas,-12.0940315,-77.0309385,-12.0940704,-77.0314054,51.01,0.1,0.1,0.15,0.08
San Isidro,Avenida Paseo Parodi,-12.0940315,-77.0309385,-12.0946175,-77.0311084,67.41,0.13,0.13,0.2,0.1
San Isidro,Calle Olavide,-12.09318,-77.0306975,-12.0933088,-77.0315085,89.43,0.18,0.18,0.27,0.14
San Isidro,Avenida Paseo Parodi,-12.09318,-77.0306975,-12.0940315,-77.0309385,97.78,0.2,0.2,0.3,0.16
San Isidro,Calle Cieza de León,-12.0926636,-77.0305419,-12.0927783,-77.0314219,96.64,0.19,0.19,0.29,0.15
San Isidro,Avenida Paseo Parodi,-12.0926636,-77.0305419,-12.09318,-77.0306975,59.58,0.12,0.12,0.18,0.1
San Isidro,Calle Federico Villarreal,-12.096052,-77.0311641,-12.0968503,-77.0310436,89.28,0.18,0.18,0.27,0.14
San Isidro,Calle Chinchón,-12.096052,-77.0311641,-12.0959872,-77.0306887,52.25,0.1,0.1,0.15,0.08
San Isidro,Avenida Paseo Parodi,-12.0945981,-77.0308877,-12.0937212,-77.0306376,100.75,0.2,0.2,0.3,0.16
San Isidro,Calle Coronel Andrés Reyes,-12.0945981,-77.0308877,-12.0945278,-77.0303694,56.96,0.11,0.11,0.16,0.09
San Isidro,Avenida Antequera,-12.0952303,-77.0308043,-12.0952912,-77.0312732,51.49,0.1,0.1,0.15,0.08
San Isidro,Avenida Antequera,-12.0952303,-77.0308043,-12.0951625,-77.0302826,57.29,0.11,0.11,0.16,0.09
San Isidro,Calle Manuel A. Fuentes,-12.0952303,-77.0308043,-12.0945981,-77.0308877,70.52,0.14,0.14,0.21,0.11
San Isidro,Calle Manuel A. Fuentes,-12.0959872,-77.0306887,-12.0952303,-77.0308043,84.67,0.17,0.17,0.26,0.14
San Isidro,Calle Chinchón,-12.0959872,-77.0306887,-12.0959078,-77.0301851,55.52,0.11,0.11,0.16,0.09
San Isidro,Calle Luis Felipe Villaran,-12.0944587,-77.0298602,-12.0936492,-77.0299836,90.55,0.18,0.18,0.27,0.14
San Isidro,Calle Coronel Andrés Reyes,-12.0944587,-77.0298602,-12.094352,-77.0290736,86.44,0.17,0.17,0.26,0.14
San Isidro,Calle Luis Felipe Villaran,-12.0951878,-77.029748,-12.095091,-77.0297629,10.83,0.02,0.02,0.03,0.02
San Isidro,Avenida Antequera,-12.0951878,-77.029748,-12.0950859,-77.0289737,85.04,0.17,0.17,0.26,0.14
San Isidro,Calle Luis Felipe Villaran,-12.0958403,-77.0296556,-12.0951878,-77.029748,72.88,0.15,0.15,0.22,0.12
San Isidro,Calle Chinchón,-12.0958403,-77.0296556,-12.095736,-77.0288852,84.66,0.17,0.17,0.26,0.14
San Isidro,Calle Sebastian Telleria,-12.0959078,-77.0301851,-12.0967033,-77.0300568,89.1,0.18,0.18,0.27,0.14
San Isidro,Calle Chinchón,-12.0959078,-77.0301851,-12.0958403,-77.0296556,58.13,0.12,0.12,0.18,0.1
San Isidro,Calle Sebastian Telleria,-12.0951625,-77.0302826,-12.0952588,-77.0302706,10.73,0.02,0.02,0.03,0.02
San Isidro,Avenida Antequera,-12.0951625,-77.0302826,-12.0952303,-77.0308043,57.29,0.11,0.11,0.16,0.09
San Isidro,Calle Sebastian Telleria,-12.0945278,-77.0303694,-12.0951625,-77.0302826,70.85,0.14,0.14,0.21,0.11
San Isidro,Calle Coronel Andrés Reyes,-12.0945278,-77.0303694,-12.0944587,-77.0298602,55.96,0.11,0.11,0.16,0.09
San Isidro,Calle Chinchón,-12.0958279,-77.0320077,-12.0961085,-77.0316379,50.84,0.1,0.1,0.15,0.08
San Isidro,Calle Audiencia,-12.0958279,-77.0320077,-12.0954229,-77.0317285,54.14,0.11,0.11,0.16,0.09
San Isidro,Calle Antequera,-12.094782,-77.0323959,-12.0945815,-77.0329248,61.7,0.12,0.12,0.18,0.1
San Isidro,Calle Antequera,-12.094782,-77.0323959,-12.0952217,-77.031755,85.05,0.17,0.17,0.26,0.14
San Isidro,Avenida Paseo Parodi,-12.0937212,-77.0306376,-12.0929474,-77.0304155,88.95,0.18,0.18,0.27,0.14
San Isidro,Calle Los Lirios,-12.0937212,-77.0306376,-12.0936492,-77.0299836,71.64,0.14,0.14,0.21,0.11
San Isidro,Calle Olavide,-12.0929474,-77.0304155,-12.09318,-77.0306975,40.06,0.08,0.08,0.12,0.06
San Isidro,Calle Olavide,-12.0933088,-77.0315085,-12.0933977,-77.0320341,58.06,0.12,0.12,0.18,0.1
San Isidro,Calle Virrey Toledo,-12.0933088,-77.0315085,-12.0940704,-77.0314054,84.99,0.17,0.17,0.26,0.14
San Isidro,Calle Olavide,-12.0934846,-77.0326475,-12.0934052,-77.0329249,31.45,0.06,0.06,0.09,0.05
San Isidro,De las Casas,-12.0940704,-77.0314054,-12.0940315,-77.0309385,51.01,0.1,0.1,0.15,0.08
San Isidro,De las Casas,-12.0940704,-77.0314054,-12.0940976,-77.0319244,56.58,0.11,0.11,0.16,0.09
San Isidro,Calle Virrey Toledo,-12.0927783,-77.0314219,-12.0933088,-77.0315085,59.44,0.12,0.12,0.18,0.1
San Isidro,Calle Virrey Toledo,-12.0922632,-77.0312953,-12.0927783,-77.0314219,58.63,0.12,0.12,0.18,0.1
San Isidro,Calle La Perricholi,-12.0922632,-77.0312953,-12.0921906,-77.0304047,97.29,0.19,0.19,0.29,0.15
San Isidro,Avenida Paseo Parodi,-12.0921906,-77.0304047,-12.0926636,-77.0305419,54.41,0.11,0.11,0.16,0.09
San Isidro,Avenida Arequipa,-12.0937626,-77.0330601,-12.0934236,-77.0330981,37.73,0.08,0.08,0.12,0.06
San Isidro,Avenida Plaza del Óvalo,-12.0937626,-77.0330601,-12.0934846,-77.0326475,54.44,0.11,0.11,0.16,0.09
San Isidro,Calle La Perricholi,-12.0934052,-77.0329249,-12.0924297,-77.0321826,134.82,0.27,0.27,0.4,0.22
San Isidro,Calle Olavide,-12.0934052,-77.0329249,-12.0934236,-77.0330981,18.96,0.04,0.04,0.06,0.03
San Isidro,Calle Las Orquídeas,-12.0916141,-77.028138,-12.092617,-77.0280119,111.79,0.22,0.22,0.33,0.18
San Isidro,Avenida Javier Prado Este,-12.0916141,-77.028138,-12.0914648,-77.0270325,121.48,0.24,0.24,0.36,0.19
San Isidro,Avenida Miguel Seminario,-12.0947754,-77.023775,-12.0948358,-77.0230437,79.89,0.16,0.16,0.24,0.13
San Isidro,Avenida Paseo de la República,-12.0947754,-77.023775,-12.0940471,-77.023455,87.78,0.18,0.18,0.27,0.14
San Isidro,Avenida Ricardo Rivera Navarrete,-12.0939856,-77.0266616,-12.0950561,-77.0265288,119.3,0.24,0.24,0.36,0.19
San Isidro,Calle Coronel Andrés Reyes,-12.0939856,-77.0266616,-12.0939553,-77.0255005,126.45,0.25,0.25,0.38,0.2
San Isidro,Avenida Miguel Seminario,-12.0946865,-77.0215681,-12.0948189,-77.021654,17.38,0.03,0.03,0.04,0.02
San Isidro,Avenida Miguel Seminario,-12.0946865,-77.0215681,-12.0945718,-77.0213288,28.98,0.06,0.06,0.09,0.05
San Isidro,Avenida República de Panamá,-12.0946865,-77.0215681,-12.0936109,-77.0220025,128.04,0.26,0.26,0.39,0.21
San Isidro,Calle Amador Merino Reyna,-12.092115,-77.0242966,-12.0922954,-77.0257475,159.21,0.32,0.32,0.48,0.26
San Isidro,Calle Las Begonias,-12.092115,-77.0242966,-12.0911445,-77.0244092,108.06,0.22,0.22,0.33,0.18
San Isidro,Calle Amador Merino Reyna,-12.0922954,-77.0257475,-12.0924677,-77.0268857,125.37,0.25,0.25,0.38,0.2
San Isidro,Jirón Francisco Masias,-12.0922954,-77.0257475,-12.0912979,-77.0258909,111.45,0.22,0.22,0.33,0.18
San Isidro,Calle Amador Merino Reyna,-12.0924677,-77.0268857,-12.092617,-77.0280119,123.71,0.25,0.25,0.38,0.2
San Isidro,Avenida Ricardo Rivera Navarrete,-12.0924677,-77.0268857,-12.0931956,-77.0267705,81.49,0.16,0.16,0.24,0.13
San Isidro,Calle Las Orquídeas,-12.093366,-77.0279069,-12.092617,-77.0280119,83.64,0.17,0.17,0.26,0.14
San Isidro,Calle Las Orquídeas,-12.093366,-77.0279069,-12.0941783,-77.027793,90.71,0.18,0.18,0.27,0.14
San Isidro,Avenida Ricardo Rivera Navarrete,-12.0953965,-77.0264836,-12.0963261,-77.0263408,104.0,0.21,0.21,0.32,0.17
