distrito,nombre_via,lat_inicio,lon_inicio,lat_fin,lon_fin,longitud_metros,tiempo_estimado_min,tiempo_normal,tiempo_punta,tiempo_noche
Surquillo,Calle Dante,-12.1165479,-77.0228601,-12.1173572,-77.0227338,90.58,0.18,0.18,0.27,0.14
Surquillo,Jirón Gonzales Prada,-12.1166142,-77.0239096,-12.1166773,-77.0249438,112.79,0.23,0.23,0.34,0.18
Surquillo,Calle Santa Rosa,-12.1166142,-77.0239096,-12.1174386,-77.0237712,92.43,0.18,0.18,0.27,0.14
Surquillo,Jirón Gonzales Prada,-12.1166773,-77.0249438,-12.1166694,-77.0258857,102.53,0.21,0.21,0.32,0.17
Surquillo,Jirón Luis Varela y Orbegoso,-12.1166773,-77.0249438,-12.1159287,-77.0250735,84.01,0.17,0.17,0.26,0.14
Surquillo,Avenida Paseo de la República,-12.1166694,-77.0258857,-12.1159312,-77.0258474,81.77,0.16,0.16,0.24,0.13
Surquillo,Calle Leoncio Prado,-12.1174978,-77.0259405,-12.1175135,-77.0248068,123.42,0.25,0.25,0.38,0.2
Surquillo,Avenida Paseo de la República,-12.1174978,-77.0259405,-12.1166694,-77.0258857,91.83,0.18,0.18,0.27,0.14
Surquillo,Calle Leoncio Prado,-12.1175135,-77.0248068,-12.1174386,-77.0237712,113.03,0.23,0.23,0.34,0.18
Surquillo,Jirón Luis Varela y Orbegoso,-12.1175135,-77.0248068,-12.1166773,-77.0249438,93.7,0.19,0.19,0.29,0.15
Surquillo,Calle Leoncio Prado,-12.1174386,-77.0237712,-12.1173572,-77.0227338,113.28,0.23,0.23,0.34,0.18
Surquillo,Calle Santa Rosa,-12.1174386,-77.0237712,-12.1183513,-77.0236313,102.11,0.2,0.2,0.3,0.16
Surquillo,Calle Leoncio Prado,-12.1173572,-77.0227338,-12.1172948,-77.0216965,113.13,0.23,0.23,0.34,0.18
Surquillo,Calle Dante,-12.1173572,-77.0227338,-12.1182677,-77.0225809,102.09,0.2,0.2,0.3,0.16
Surquillo,Calle Leoncio Prado,-12.1172948,-77.0216965,-12.1172427,-77.0209301,83.63,0.17,0.17,0.26,0.14
Surquillo,Calle Manuel Irribarren,-12.1172948,-77.0216965,-12.1164652,-77.0218154,92.68,0.19,0.19,0.29,0.15
Surquillo,Calle Inca,-12.1172427,-77.0209301,-12.1174883,-77.0206076,44.39,0.09,0.09,0.14,0.07
Surquillo,Jirón San Pedro,-12.1171516,-77.019591,-12.1163148,-77.0197236,93.69,0.19,0.19,0.29,0.15
Surquillo,Calle Leoncio Prado,-12.1171516,-77.019591,-12.1170706,-77.0185171,117.24,0.23,0.23,0.34,0.18
Surquillo,Calle Leoncio Prado,-12.1170706,-77.0185171,-12.1170593,-77.0183329,20.09,0.04,0.04,0.06,0.03
Surquillo,Jirón Luis Varela y Orbegoso,-12.1184316,-77.0246721,-12.1175135,-77.0248068,102.62,0.21,0.21,0.32,0.17
Surquillo,Calle Narciso de la Colina,-12.1183513,-77.0236313,-12.1184316,-77.0246721,113.64,0.23,0.23,0.34,0.18
Surquillo,Calle Santa Rosa,-12.1183513,-77.0236313,-12.1188632,-77.0235697,57.02,0.11,0.11,0.16,0.09
Surquillo,Calle Inca,-12.118144,-77.0205008,-12.1186392,-77.0204062,55.74,0.11,0.11,0.16,0.09
Surquillo,Calle Narciso de la Colina,-12.118144,-77.0205008,-12.1181979,-77.0215458,113.91,0.23,0.23,0.34,0.18
Surquillo,Jirón San Pedro,-12.1180776,-77.0194441,-12.1171516,-77.019591,103.68,0.21,0.21,0.32,0.17
Surquillo,Calle Narciso de la Colina,-12.1180776,-77.0194441,-12.118144,-77.0205008,115.26,0.23,0.23,0.34,0.18
Surquillo,Jirón Luis Varela y Orbegoso,-12.1188741,-77.0246081,-12.1184316,-77.0246721,49.44,0.1,0.1,0.15,0.08
Surquillo,Calle San Diego,-12.1188741,-77.0246081,-12.1188632,-77.0235697,113.04,0.23,0.23,0.34,0.18
Surquillo,Calle San Diego,-12.1188632,-77.0235697,-12.1187831,-77.0225102,115.67,0.23,0.23,0.34,0.18
Surquillo,Calle Santa Rosa,-12.1188632,-77.0235697,-12.1196769,-77.023429,91.31,0.18,0.18,0.27,0.14
Surquillo,Calle San Diego,-12.1187831,-77.0225102,-12.1187303,-77.0214718,113.19,0.23,0.23,0.34,0.18
Surquillo,Calle Dante,-12.1187831,-77.0225102,-12.1196076,-77.0223458,92.95,0.19,0.19,0.29,0.15
Surquillo,Calle San Diego,-12.1187303,-77.0214718,-12.1186392,-77.0204062,116.43,0.23,0.23,0.34,0.18
Surquillo,Calle Manuel Irribarren,-12.1187303,-77.0214718,-12.1181979,-77.0215458,59.44,0.12,0.12,0.18,0.1
Surquillo,Calle San Diego,-12.1186392,-77.0204062,-12.118581,-77.0193641,113.62,0.23,0.23,0.34,0.18
Surquillo,Calle Inca,-12.1186392,-77.0204062,-12.119466,-77.020296,92.25,0.18,0.18,0.27,0.14
Surquillo,Calle San Diego,-12.118581,-77.0193641,-12.1185215,-77.018299,116.13,0.23,0.23,0.34,0.18
Surquillo,Jirón San Pedro,-12.118581,-77.0193641,-12.1180776,-77.0194441,56.36,0.11,0.11,0.16,0.09
Surquillo,Calle Inca,-12.1174883,-77.0206076,-12.118144,-77.0205008,73.46,0.15,0.15,0.22,0.12
Surquillo,Calle Leoncio Prado,-12.1174883,-77.0206076,-12.1171516,-77.019591,116.76,0.23,0.23,0.34,0.18
Surquillo,Avenida Mariscal Andrés Avelino Cáceres,-12.119466,-77.020296,-12.1195218,-77.0213058,110.09,0.22,0.22,0.33,0.18
Surquillo,Avenida Mariscal Andrés Avelino Cáceres,-12.1196769,-77.023429,-12.1197405,-77.0240741,70.57,0.14,0.14,0.21,0.11
Surquillo,Calle San Diego,-12.1189336,-77.025673,-12.1188741,-77.0246081,116.11,0.23,0.23,0.34,0.18
Surquillo,Avenida Paseo de la República,-12.1189336,-77.025673,-12.1174978,-77.0259405,161.48,0.32,0.32,0.48,0.26
Surquillo,Calle Manuel Almenara,-12.1204757,-77.0172838,-12.1193658,-77.0172924,122.78,0.25,0.25,0.38,0.2
Surquillo,Calle Genaro Castro Iglesias,-12.1193092,-77.0138076,-12.1187645,-77.0138143,60.26,0.12,0.12,0.18,0.1
Surquillo,Avenida Mayor Arce de la Oliva,-12.1193092,-77.0138076,-12.1193237,-77.0147001,97.17,0.19,0.19,0.29,0.15
Surquillo,Calle Genaro Castro Iglesias,-12.1187645,-77.0138143,-12.1193092,-77.0138076,60.26,0.12,0.12,0.18,0.1
Surquillo,Calle Genaro Castro Iglesias,-12.1187645,-77.0138143,-12.1175845,-77.0139847,131.85,0.26,0.26,0.39,0.21
Surquillo,Calle Genaro Castro Iglesias,-12.1175845,-77.0139847,-12.1187645,-77.0138143,131.85,0.26,0.26,0.39,0.21
Surquillo,Avenida Sergio Bernales,-12.1175845,-77.0139847,-12.11735,-77.0137174,38.98,0.08,0.08,0.12,0.06
Surquillo,Avenida Mayor Arce de la Oliva,-12.1193237,-77.0147001,-12.1193342,-77.015344,70.1,0.14,0.14,0.21,0.11
Surquillo,Avenida Mayor Arce de la Oliva,-12.1193237,-77.0147001,-12.1193092,-77.0138076,97.17,0.19,0.19,0.29,0.15
Surquillo,Calle Pedro Venturo,-12.1193237,-77.0147001,-12.1180808,-77.0148849,138.96,0.28,0.28,0.42,0.22
Surquillo,Avenida Sergio Bernales,-12.1186677,-77.0160191,-12.1185079,-77.01568,40.93,0.08,0.08,0.12,0.06
Surquillo,Calle Lola Pardo V.,-12.1186677,-77.0160191,-12.1193448,-77.0159963,74.94,0.15,0.15,0.22,0.12
Surquillo,Avenida Mayor Arce de la Oliva,-12.1193658,-77.0172924,-12.1193552,-77.0166706,67.7,0.14,0.14,0.21,0.11
Surquillo,Calle Manuel Almenara,-12.1193658,-77.0172924,-12.1204757,-77.0172838,122.78,0.25,0.25,0.38,0.2
Surquillo,Calle Manuel Almenara,-12.1193658,-77.0172924,-12.1187082,-77.0173181,72.8,0.15,0.15,0.22,0.12
Surquillo,Avenida Sergio Bernales,-12.1187082,-77.0173181,-12.1186841,-77.0163645,103.84,0.21,0.21,0.32,0.17
Surquillo,Calle Manuel Almenara,-12.1187082,-77.0173181,-12.1185876,-77.0173181,13.34,0.03,0.03,0.04,0.02
Surquillo,Calle Manuel Almenara,-12.1187082,-77.0173181,-12.1193658,-77.0172924,72.8,0.15,0.15,0.22,0.12
Surquillo,Avenida Mayor Arce de la Oliva,-12.1193552,-77.0166706,-12.1193448,-77.0159963,73.41,0.15,0.15,0.22,0.12
Surquillo,Avenida Mayor Arce de la Oliva,-12.1193552,-77.0166706,-12.1193658,-77.0172924,67.7,0.14,0.14,0.21,0.11
Surquillo,Avenida Mayor Arce de la Oliva,-12.1193342,-77.015344,-12.1193237,-77.0147001,70.1,0.14,0.14,0.21,0.11
Surquillo,Avenida Mayor Arce de la Oliva,-12.1193342,-77.015344,-12.1193448,-77.0159963,71.02,0.14,0.14,0.21,0.11
Surquillo,San Lorenzo,-12.1186841,-77.0163645,-12.1185681,-77.0163659,12.83,0.03,0.03,0.04,0.02
Surquillo,Avenida Sergio Bernales,-12.1186841,-77.0163645,-12.1186677,-77.0160191,37.64,0.08,0.08,0.12,0.06
Surquillo,Avenida Sergio Bernales,-12.1185079,-77.01568,-12.1182468,-77.0151939,60.28,0.12,0.12,0.18,0.1
Surquillo,Avenida Sergio Bernales,-12.1180808,-77.0148849,-12.117967,-77.0146761,25.98,0.05,0.05,0.08,0.04
Surquillo,Calle Pedro Venturo,-12.1180808,-77.0148849,-12.1193237,-77.0147001,138.96,0.28,0.28,0.42,0.22
Surquillo,Avenida Sergio Bernales,-12.1177278,-77.0142528,-12.1175845,-77.0139847,33.21,0.07,0.07,0.11,0.06
Surquillo,Calle Felipe Durand,-12.1177278,-77.0142528,-12.1176225,-77.014314,13.42,0.03,0.03,0.04,0.02
Surquillo,Calle Victor Alzamora,-12.116072,-77.0137623,-12.1160772,-77.0138648,11.17,0.02,0.02,0.03,0.02
Surquillo,Calle Victor Alzamora,-12.116072,-77.0137623,-12.1160364,-77.0130781,74.58,0.15,0.15,0.22,0.12
Surquillo,Calle Victor Alzamora,-12.1160772,-77.0138648,-12.116072,-77.0137623,11.17,0.02,0.02,0.03,0.02
Surquillo,Calle Victor Alzamora,-12.1160772,-77.0138648,-12.1161233,-77.0145394,73.61,0.15,0.15,0.22,0.12
Surquillo,Avenida Sergio Bernales,-12.1160772,-77.0138648,-12.1173233,-77.0138374,137.88,0.28,0.28,0.42,0.22
Surquillo,Avenida Sergio Bernales,-12.1176225,-77.014314,-12.1178634,-77.0147409,53.57,0.11,0.11,0.16,0.09
Surquillo,Calle Felipe Durand,-12.1176225,-77.014314,-12.1177278,-77.0142528,13.42,0.03,0.03,0.04,0.02
Surquillo,Calle Felipe Durand,-12.1176225,-77.014314,-12.1161233,-77.0145394,167.65,0.34,0.34,0.51,0.27
Surquillo,Avenida Sergio Bernales,-12.1185681,-77.0163659,-12.1185876,-77.0173181,103.67,0.21,0.21,0.32,0.17
Surquillo,San Lorenzo,-12.1185681,-77.0163659,-12.117924,-77.0163835,71.28,0.14,0.14,0.21,0.11
Surquillo,San Lorenzo,-12.1185681,-77.0163659,-12.1186841,-77.0163645,12.83,0.03,0.03,0.04,0.02
Surquillo,Calle Manuel Almenara,-12.1185876,-77.0173181,-12.1187082,-77.0173181,13.34,0.03,0.03,0.04,0.02
Surquillo,Avenida Sergio Bernales,-12.1185876,-77.0173181,-12.1185987,-77.0182969,106.55,0.21,0.21,0.32,0.17
Surquillo,Alejandro Deustua,-12.1164345,-77.0114325,-12.1161925,-77.0110748,47.25,0.09,0.09,0.14,0.07
Surquillo,Alejandro Deustua,-12.1164345,-77.0114325,-12.1173914,-77.0128725,189.15,0.38,0.38,0.57,0.3
Surquillo,Alejandro Deustua,-12.1173914,-77.0128725,-12.1175399,-77.0130676,26.85,0.05,0.05,0.08,0.04
Surquillo,Alejandro Deustua,-12.1173914,-77.0128725,-12.1164345,-77.0114325,189.15,0.38,0.38,0.57,0.3
Surquillo,Calle Victor Alzamora,-12.1160364,-77.0130781,-12.1150655,-77.0123834,131.36,0.26,0.26,0.39,0.21
Surquillo,Calle Victor Alzamora,-12.1160364,-77.0130781,-12.116072,-77.0137623,74.58,0.15,0.15,0.22,0.12
Surquillo,M. Maurtua,-12.1160364,-77.0130781,-12.1173914,-77.0128725,151.56,0.3,0.3,0.45,0.24
Surquillo,Alejandro Deustua,-12.1175399,-77.0130676,-12.1173914,-77.0128725,26.85,0.05,0.05,0.08,0.04
Surquillo,Alejandro Deustua,-12.1160549,-77.0108423,-12.1156861,-77.0102719,74.3,0.15,0.15,0.22,0.12
Surquillo,Alejandro Deustua,-12.1160549,-77.0108423,-12.1161925,-77.0110748,29.53,0.06,0.06,0.09,0.05
Surquillo,San Lorenzo,-12.1169184,-77.0164844,-12.1162636,-77.0165664,72.98,0.15,0.15,0.22,0.12
Surquillo,San Lorenzo,-12.1169184,-77.0164844,-12.117924,-77.0163835,111.78,0.22,0.22,0.33,0.18
Surquillo,San Lorenzo,-12.1162636,-77.0165664,-12.1160942,-77.0165923,18.95,0.04,0.04,0.06,0.03
Surquillo,San Lorenzo,-12.1162636,-77.0165664,-12.1169184,-77.0164844,72.98,0.15,0.15,0.22,0.12
Surquillo,Calle Victor Alzamora,-12.1162636,-77.0165664,-12.1162278,-77.0160767,53.45,0.11,0.11,0.16,0.09
Surquillo,San Lorenzo,-12.1160942,-77.0165923,-12.1162636,-77.0165664,18.95,0.04,0.04,0.06,0.03
Surquillo,San Lorenzo,-12.1160942,-77.0165923,-12.1153536,-77.0167071,82.88,0.17,0.17,0.26,0.14
Surquillo,Jirón Gonzales Prada,-12.1160942,-77.0165923,-12.1161587,-77.0176426,114.55,0.23,0.23,0.34,0.18
Surquillo,San Lorenzo,-12.1146759,-77.0167955,-12.1153536,-77.0167071,75.58,0.15,0.15,0.22,0.12
Surquillo,Jirón El Carmen,-12.1146759,-77.0167955,-12.1147459,-77.0178417,114.15,0.23,0.23,0.34,0.18
Surquillo,Avenida San Felipe,-12.1162278,-77.0160767,-12.1160673,-77.0160925,17.84,0.04,0.04,0.06,0.03
Surquillo,Calle Victor Alzamora,-12.1162278,-77.0160767,-12.1161941,-77.0155378,58.78,0.12,0.12,0.18,0.1
Surquillo,Jirón Gonzales Prada,-12.1160673,-77.0160925,-12.1160942,-77.0165923,54.49,0.11,0.11,0.16,0.09
Surquillo,Avenida San Felipe,-12.1160673,-77.0160925,-12.1162278,-77.0160767,17.84,0.04,0.04,0.06,0.03
Surquillo,Avenida San Felipe,-12.1160673,-77.0160925,-12.115503,-77.0161362,62.61,0.13,0.13,0.2,0.1
Surquillo,Avenida San Felipe,-12.115503,-77.0161362,-12.1153241,-77.0161479,19.83,0.04,0.04,0.06,0.03
Surquillo,Avenida San Felipe,-12.115503,-77.0161362,-12.1160673,-77.0160925,62.61,0.13,0.13,0.2,0.1
Surquillo,Pasaje San Felipe,-12.115503,-77.0161362,-12.1154134,-77.0148112,144.57,0.29,0.29,0.43,0.23
Surquillo,Avenida San Felipe,-12.1153241,-77.0161479,-12.115503,-77.0161362,19.83,0.04,0.04,0.06,0.03
Surquillo,Avenida San Felipe,-12.1153241,-77.0161479,-12.1146094,-77.0162068,79.32,0.16,0.16,0.24,0.13
Surquillo,Jirón El Carmen,-12.1146094,-77.0162068,-12.1146759,-77.0167955,64.5,0.13,0.13,0.2,0.1
Surquillo,Avenida San Felipe,-12.1146094,-77.0162068,-12.1139058,-77.0162537,78.0,0.16,0.16,0.24,0.13
Surquillo,Avenida San Felipe,-12.1146094,-77.0162068,-12.1153241,-77.0161479,79.32,0.16,0.16,0.24,0.13
Surquillo,Avenida San Felipe,-12.1137188,-77.0162695,-12.1128972,-77.0163355,91.17,0.18,0.18,0.27,0.14
Surquillo,Avenida San Felipe,-12.1137188,-77.0162695,-12.1139058,-77.0162537,20.76,0.04,0.04,0.06,0.03
Surquillo,San Carlos,-12.1137188,-77.0162695,-12.1136399,-77.0149324,145.81,0.29,0.29,0.43,0.23
Surquillo,Avenida San Felipe,-12.1128972,-77.0163355,-12.1127722,-77.0163422,13.85,0.03,0.03,0.04,0.02
Surquillo,Avenida San Felipe,-12.1128972,-77.0163355,-12.1137188,-77.0162695,91.17,0.18,0.18,0.27,0.14
Surquillo,Avenida Angamos Este,-12.1128972,-77.0163355,-12.1128026,-77.0149974,146.04,0.29,0.29,0.43,0.23
Surquillo,Avenida San Felipe,-12.1127722,-77.0163422,-12.111766,-77.0164008,111.49,0.22,0.22,0.33,0.18
Surquillo,Avenida San Felipe,-12.1127722,-77.0163422,-12.1128972,-77.0163355,13.85,0.03,0.03,0.04,0.02
Surquillo,Avenida Angamos Este,-12.1127722,-77.0163422,-12.1128149,-77.0171042,83.08,0.17,0.17,0.26,0.14
Surquillo,Avenida San Felipe,-12.111766,-77.0164008,-12.1107479,-77.0164689,112.87,0.23,0.23,0.34,0.18
Surquillo,Avenida San Felipe,-12.111766,-77.0164008,-12.1127722,-77.0163422,111.49,0.22,0.22,0.33,0.18
Surquillo,Jirón Lizardo Montero,-12.1107479,-77.0164689,-12.1107975,-77.0172405,84.17,0.17,0.17,0.26,0.14
Surquillo,Avenida San Felipe,-12.1107479,-77.0164689,-12.111766,-77.0164008,112.87,0.23,0.23,0.34,0.18
Surquillo,Avenida San Felipe,-12.1107479,-77.0164689,-12.1097268,-77.0165295,113.15,0.23,0.23,0.34,0.18
Surquillo,Avenida San Felipe,-12.1097268,-77.0165295,-12.1087356,-77.0166063,109.97,0.22,0.22,0.33,0.18
Surquillo,Avenida San Felipe,-12.1097268,-77.0165295,-12.1107479,-77.0164689,113.15,0.23,0.23,0.34,0.18
Surquillo,Avenida San Felipe,-12.1074968,-77.0160376,-12.107412,-77.0159421,14.0,0.03,0.03,0.04,0.02
Surquillo,Avenida San Felipe,-12.1074968,-77.0160376,-12.1087356,-77.0166063,150.37,0.3,0.3,0.45,0.24
Surquillo,Avenida Tomás Marsano,-12.1074968,-77.0160376,-12.1083084,-77.0153217,118.89,0.24,0.24,0.36,0.19
Surquillo,Avenida San Felipe,-12.107412,-77.0159421,-12.1074968,-77.0160376,14.0,0.03,0.03,0.04,0.02
Surquillo,Avenida Tomás Marsano,-12.107412,-77.0159421,-12.1065923,-77.0166669,120.2,0.24,0.24,0.36,0.19
Surquillo,Calle Victor Alzamora,-12.1161941,-77.0155378,-12.1161233,-77.0145394,108.96,0.22,0.22,0.33,0.18
Surquillo,Calle Victor Alzamora,-12.1161941,-77.0155378,-12.1162278,-77.0160767,58.78,0.12,0.12,0.18,0.1
Surquillo,Gomez del Carpio,-12.1161941,-77.0155378,-12.1181506,-77.0152499,218.69,0.44,0.44,0.66,0.35
Surquillo,Calle Victor Alzamora,-12.1161233,-77.0145394,-12.1160772,-77.0138648,73.61,0.15,0.15,0.22,0.12
Surquillo,Calle Victor Alzamora,-12.1161233,-77.0145394,-12.1161941,-77.0155378,108.96,0.22,0.22,0.33,0.18
Surquillo,Calle Felipe Durand,-12.1161233,-77.0145394,-12.1176225,-77.014314,167.65,0.34,0.34,0.51,0.27
Surquillo,Calle Victor Alzamora,-12.1150655,-77.0123834,-12.1160364,-77.0130781,131.36,0.26,0.26,0.39,0.21
Surquillo,Julian Sandoval,-12.1150655,-77.0123834,-12.1147147,-77.0112466,129.69,0.26,0.26,0.39,0.21
Surquillo,Calle Victor Alzamora,-12.1150655,-77.0123834,-12.1131328,-77.0125287,214.39,0.43,0.43,0.64,0.34
Surquillo,Perez Aranibar,-12.1131328,-77.0125287,-12.1147147,-77.0112466,223.83,0.45,0.45,0.68,0.36
Surquillo,Calle Victor Alzamora,-12.1131328,-77.0125287,-12.1126461,-77.0125717,54.04,0.11,0.11,0.16,0.09
Surquillo,Calle Victor Alzamora,-12.1131328,-77.0125287,-12.1150655,-77.0123834,214.39,0.43,0.43,0.64,0.34
Surquillo,Calle Victor Alzamora,-12.1126461,-77.0125717,-12.1131328,-77.0125287,54.04,0.11,0.11,0.16,0.09
Surquillo,Avenida Angamos Este,-12.1126461,-77.0125717,-12.1126234,-77.0121737,43.4,0.09,0.09,0.14,0.07
Surquillo,Perez Aranibar,-12.1147147,-77.0112466,-12.1131328,-77.0125287,223.83,0.45,0.45,0.68,0.36
Surquillo,Julian Sandoval,-12.1147147,-77.0112466,-12.1150655,-77.0123834,129.69,0.26,0.26,0.39,0.21
Surquillo,República del Salvador,-12.1147147,-77.0112466,-12.115353,-77.010693,92.83,0.19,0.19,0.29,0.15
Surquillo,Jirón El Carmen,-12.1145169,-77.0148654,-12.1146094,-77.0162068,146.38,0.29,0.29,0.43,0.23
Surquillo,Calle San Alberto,-12.1145169,-77.0148654,-12.1136399,-77.0149324,97.29,0.19,0.19,0.29,0.15
Surquillo,Jirón El Carmen,-12.1147459,-77.0178417,-12.1147734,-77.0183724,57.85,0.12,0.12,0.18,0.1
Surquillo,Jirón Victor Mantilla,-12.1147459,-77.0178417,-12.1154369,-77.0177472,77.13,0.15,0.15,0.22,0.12
Surquillo,Calle San Lorenzo,-12.1129487,-77.0170667,-12.1128149,-77.0171042,15.35,0.03,0.03,0.04,0.02
Surquillo,Avenida Angamos Este,-12.1129487,-77.0170667,-12.1128972,-77.0163355,79.8,0.16,0.16,0.24,0.13
Surquillo,Jirón Victor Mantilla,-12.1161587,-77.0176426,-12.1154369,-77.0177472,80.66,0.16,0.16,0.24,0.13
Surquillo,Jirón Victor Mantilla,-12.1161587,-77.0176426,-12.117012,-77.0174892,95.86,0.19,0.19,0.29,0.15
Surquillo,Jirón Gonzales Prada,-12.1161587,-77.0176426,-12.1162171,-77.0183502,77.3,0.15,0.15,0.22,0.12
Surquillo,Calle Leoncio Prado,-12.117012,-77.0174892,-12.1169184,-77.0164844,109.87,0.22,0.22,0.33,0.18
Surquillo,Jirón Victor Mantilla,-12.117012,-77.0174892,-12.1161587,-77.0176426,95.86,0.19,0.19,0.29,0.15
Surquillo,Jirón Victor Mantilla,-12.117012,-77.0174892,-12.1179356,-77.0173456,103.36,0.21,0.21,0.32,0.17
Surquillo,Avenida Angamos Este,-12.1128026,-77.0149974,-12.112713,-77.0137143,140.03,0.28,0.28,0.42,0.22
Surquillo,San Fernando,-12.112713,-77.0137143,-12.1146829,-77.0135619,218.55,0.44,0.44,0.66,0.35
Surquillo,Avenida Angamos Este,-12.112713,-77.0137143,-12.1126874,-77.0133501,39.75,0.08,0.08,0.12,0.06
Surquillo,Avenida Angamos Este,-12.1126234,-77.0121737,-12.1126184,-77.0120971,8.36,0.02,0.02,0.03,0.02
Surquillo,Avenida Tomás Marsano,-12.1126234,-77.0121737,-12.115165,-77.01046,337.42,0.67,0.67,1.01,0.54
Surquillo,Avenida Tomás Marsano,-12.1126125,-77.0119966,-12.1124563,-77.0121186,21.79,0.04,0.04,0.06,0.03
Surquillo,Avenida Angamos Este,-12.1126125,-77.0119966,-12.1125844,-77.0116,43.28,0.09,0.09,0.14,0.07
Surquillo,Jirón Miguel Iglesias,-12.1124256,-77.009636,-12.1123158,-77.0096389,12.15,0.02,0.02,0.03,0.02
Surquillo,Avenida Angamos Este,-12.1124256,-77.009636,-12.1123359,-77.0082737,148.63,0.3,0.3,0.45,0.24
Surquillo,Pablo Neruda,-12.1122918,-77.0077039,-12.1137438,-77.0075942,161.07,0.32,0.32,0.48,0.26
Surquillo,Avenida Angamos Este,-12.1122918,-77.0077039,-12.1122613,-77.0072914,45.03,0.09,0.09,0.14,0.07
Surquillo,Avenida Principal,-12.1122613,-77.0072914,-12.1138618,-77.0071571,177.65,0.36,0.36,0.54,0.29
Surquillo,Avenida Angamos Este,-12.1122613,-77.0072914,-12.112248,-77.0071234,18.35,0.04,0.04,0.06,0.03
Surquillo,Avenida Angamos Este,-12.112248,-77.0071234,-12.1121859,-77.0060623,115.71,0.23,0.23,0.34,0.18
Surquillo,Calle Albert Einstein,-12.1121859,-77.0060623,-12.1125269,-77.0060339,37.85,0.08,0.08,0.12,0.06
Surquillo,Avenida Angamos Este,-12.1121859,-77.0060623,-12.1121556,-77.0055456,56.35,0.11,0.11,0.16,0.09
Surquillo,Genaro Gobian,-12.1121556,-77.0055456,-12.112947,-77.0054405,88.29,0.18,0.18,0.27,0.14
Surquillo,Avenida Angamos Este,-12.1121556,-77.0055456,-12.112017,-77.0034153,232.41,0.46,0.46,0.69,0.37
Surquillo,Calle Juan Fuentes,-12.112017,-77.0034153,-12.1120964,-77.0033994,8.95,0.02,0.02,0.03,0.02
Surquillo,Avenida Angamos Este,-12.112017,-77.0034153,-12.1119388,-77.0022505,127.09,0.25,0.25,0.38,0.2
Surquillo,Avenida Angamos Este,-12.1118065,-77.000307,-12.1117862,-77.0000433,28.79,0.06,0.06,0.09,0.05
Surquillo,Avenida Aviación,-12.1118065,-77.000307,-12.1118928,-77.0002969,9.61,0.02,0.02,0.03,0.02
Surquillo,Avenida Angamos Este,-12.1123158,-77.0096389,-12.1123407,-77.0100419,43.96,0.09,0.09,0.14,0.07
Surquillo,Jirón Miguel Iglesias,-12.1123158,-77.0096389,-12.1122033,-77.0096413,12.45,0.02,0.02,0.03,0.02
Surquillo,Jirón Miguel Iglesias,-12.1123158,-77.0096389,-12.1124256,-77.009636,12.15,0.02,0.02,0.03,0.02
Surquillo,Avenida Tomás Marsano,-12.1124563,-77.0121186,-12.1123918,-77.0121673,8.89,0.02,0.02,0.03,0.02
Surquillo,Avenida Angamos Este,-12.1124563,-77.0121186,-12.112463,-77.0122149,10.51,0.02,0.02,0.03,0.02
Surquillo,Avenida Tomás Marsano,-12.1124685,-77.0122922,-12.1126234,-77.0121737,21.45,0.04,0.04,0.06,0.03
Surquillo,Avenida Angamos Este,-12.1124685,-77.0122922,-12.112513,-77.0128797,64.14,0.13,0.13,0.2,0.1
Surquillo,Calle Prolongación San Fernando,-12.1125587,-77.0134829,-12.1111537,-77.0136838,156.96,0.31,0.31,0.46,0.25
Surquillo,Avenida Angamos Este,-12.1125587,-77.0134829,-12.1127722,-77.0163422,312.15,0.62,0.62,0.93,0.5
Surquillo,Calle San Lorenzo,-12.1128149,-77.0171042,-12.1129487,-77.0170667,15.35,0.03,0.03,0.04,0.02
Surquillo,Avenida Angamos Este,-12.1128149,-77.0171042,-12.1128993,-77.0184313,144.77,0.29,0.29,0.43,0.23
Surquillo,San Carlos,-12.1136399,-77.0149324,-12.1137188,-77.0162695,145.81,0.29,0.29,0.43,0.23
Surquillo,Calle San Alberto,-12.1136399,-77.0149324,-12.1128026,-77.0149974,92.89,0.19,0.19,0.29,0.15
Surquillo,Calle San Lorenzo,-12.1118153,-77.017163,-12.1128149,-77.0171042,110.76,0.22,0.22,0.33,0.18
Surquillo,Jirón Domingo Elías,-12.1118153,-77.017163,-12.111766,-77.0164008,83.15,0.17,0.17,0.26,0.14
Surquillo,Jirón Lizardo Montero,-12.1107975,-77.0172405,-12.1108774,-77.0184819,135.43,0.27,0.27,0.4,0.22
Surquillo,Calle San Lorenzo,-12.1107975,-77.0172405,-12.1118153,-77.017163,112.91,0.23,0.23,0.34,0.18
Surquillo,Jirón Leonardo Barbieri,-12.1097775,-77.0173141,-12.1097268,-77.0165295,85.59,0.17,0.17,0.26,0.14
Surquillo,Calle San Lorenzo,-12.1097775,-77.0173141,-12.1107975,-77.0172405,113.12,0.23,0.23,0.34,0.18
Surquillo,Jirón Salaverry,-12.1087564,-77.0173911,-12.1088417,-77.0185207,123.33,0.25,0.25,0.38,0.2
Surquillo,Calle San Lorenzo,-12.1087564,-77.0173911,-12.1097775,-77.0173141,113.27,0.23,0.23,0.34,0.18
